text,sentiment
 Ah GDit! Ranger game this afternoon,neutral
I missed the bl***y bus!!!!!!!!,negative
Just had a lovely walk with my dog ( all on my own! )...In the dark  But it was a nice walk though HEHE x.,positive
"CSI NY comes back to aus with `****, lies and silicone` (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee",neutral
"More beans on toast for breakie! Gotta clean my room and study for final Cisco exam, then watch #LOST . Can`t wait!",neutral
is STILL sick. But still loves revenge and the possibility of more revenge to come,neutral
Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral
 Aw not again!  Feel better soon bb!,neutral
just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2,negative
" lol, i`ve done that one b4  i`m a victim 2 that! lol",negative
 why go winchester when my sister doesnt go there any more!   bad times.. x,negative
" very much so  You know I am coming now on Thursday too right, are there door sales ??",neutral
"Mom, where ever you are; Happy Mothers day",positive
So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,positive
 lucky! I still want those blue ones,positive
 But...but...I`m not!,neutral
 i think i have mine in hangers in the closet,neutral
Two words: hot pockets. Most delcious food ever created,positive
 Yeah! Thanks! I`ll be back in soon to see what ya got!,positive
Could be useful  13 Tutorials & Resources for a Perfect Twitter Background http://tinyurl.com/dl2upx #design,positive
"Its friday and i`m sick, story of my life...",negative
my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she`s all i ever needed in this life.,negative
guess im staying home tonight...no movie-ing for me,neutral
 Go the bubble bath!!!  Always relaxing.......,positive
i miss the Soulja Boy dance...,negative
Spent last night in A&E (ER). Wife tangled wheels with Daughter & hit the deck. Dislocation & fracture resulted.,neutral
just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta,positive
 just make sure you have it well done,positive
 next time? I might not get there this time if the bus has anything to do with it,neutral
" cool beans, yeah man - no prob at all",positive
I`m feeling so frustrated...I just can`t get things to work!!,negative
 It`s too nice to be inside,positive
 thanks for following me  but who are you? hmmmm... twitter back !! ox,neutral
 Can you ask Ryan why he stopped following me on Twitter,negative
going to see star trak expecting noting but amazing,positive
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",negative
 it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,negative
Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table,positive
 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,negative
"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",positive
 'Shut Up' was the line removed from the locker scene! I bet I could recite that speech easily! Dare me?!?!,neutral
Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neutral
 Yes i work 6 to 3...,neutral
 i cant do anything,neutral
_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,neutral
"_lantos Jeff can`t Forcast tonight.  He says Saturday he`s good at 8:30 your time. If,you knowĂŻÂżÂ˝ you don`t have A LIFE on Saturdays.",positive
It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with,negative
"No school, again. This time cuz im sick.",negative
finally synced iPod,neutral
Just talked to Anthony Rapp. Face to face. !!!!!,neutral
listening to revenge by kiss to get inspiration... i don`t think kristie is really digging it though,neutral
Trying to figure out how to use this twitter thing  Hahhh,neutral
"the maccabees new album is a winner ,everybody should take a listen fact",positive
 really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,positive
Just got a shot on my arm. Eww.,neutral
 i DO THAT ALL THE TIME.. NO BIGGIE,neutral
" Im home, phone died thou",negative
 i have bad news... i have to go take the dog for a walk--they`re upset w/me!,negative
 heyyyyyyyyyyyyyya,neutral
 I said hi to u,neutral
Has had a really good bank hoilday,positive
 I have been to Tara Thai a few times for friend`s birthdays and the food I had was pretty bad.,negative
Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,neutral
"Hmm, no holga for me probably",neutral
well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away,negative
this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,neutral
" heh, thats the same theme I used on http://leetbix.net",neutral
at tokyo table,neutral
looking out window is depressing it is so beautiful out and I am in here,neutral
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral
 so you should. You`re a fantastic actor it`s about time you got some recognition for it.,positive
"I`m going through withdrawls,  missing someone!!!!",negative
 heeeeey baby ? where are you?,neutral
"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",neutral
"Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?",neutral
 yay! your face is back,positive
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",negative
" Mark Twain quote is spot on, my cat is a bugger when it comes to crime! Handy at times",positive
On the way to see my grandparents,neutral
 actually I think Doogie Howser got the idea from the Captain`s Log.,neutral
 sorry my friend ... but  is paying the mortgage!,negative
I guess it wasn`t meant for me to change it,neutral
MY best `thing` on the planet,positive
I`m Such a nerd. Reading my first of many books this summer,negative
1 week and 1 one day to go.,neutral
" G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",positive
"#DuckRaces in the bath don`t quite work  Especially if you have no ducks! Only a polar bear,a seal & a whale.",negative
" belay the swimsuit, hot tub won`t be ready this weekend.  sadness",negative
http://twitpic.com/4wtii - new hair going to greeattt use!,positive
the grates & children collide tonight,neutral
" I don`t even want to know WHY you know about VHEMT, but don`t go - we`d miss you",negative
 i am so sorry,negative
 looking forward to the show tonight. Can`t wait for ol mate  to,neutral
hi  godd day eweryone im in a reel good mood to day,positive
" I`ve been busy and chained to my laptop  I`ll be at Webcom Wed afternoon, then likely Yul Blog. See you there?",neutral
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",neutral
_98 Kevin can`t leave work until 2,neutral
 is it a worldwide number? caause for some reason my phone wont dial the number,neutral
I am new here,neutral
" http://twitpic.com/4w0yj - wow, fancy!",positive
"_Day26 awww man, its nott",neutral
http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,positive
Prom is so over rated!! Irritated... Going to bed goodnight,negative
: Sad But True  :: I SHouldnt Right?,negative
Sum1 plz cheer me up,neutral
" aww homesick  i feel you! im homesick for my 2nd home, campp",negative
Hawks lost but it was a good time,positive
LAST DAY in St Andrews.. i will spend it on west sands! and then packing,neutral
aww my son gave me a purple g shock for mother`s day,positive
Is there a cvs equivalent to 'git status'?,neutral
 that`s cold,neutral
 I saw that!!!!,neutral
gaahhhh! i want my #comet09 stream back...,negative
At the movies. . . About to watch Star Trek!,neutral
"Happy Mother`s Day, Moms!!! You are wonderful!! Have a great day",positive
 His beard is addressed in this week`s LOLs.,neutral
Sonny you are a mystery man!  I`m into it thoughh.,neutral
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",negative
Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,negative
Heavenly Donuts at 11:30 at night...sounds like a heavenly match to me.  SIYAL8R,neutral
 : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,positive
how do i get my cat 2stop killin rabbits? another headless (baby) rabbit n garden dis morn  live close 2field wher lots rabbits live,negative
"writing out mother`s day cards to mom, aunts, and AMYYYY can`t wait for her to be a mommy",positive
 please wear glasses in your next video!  you look amazing in them.,positive
Had fun 2nite...i was pleasantly surprised,positive
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,negative
"_Duckett GREAT pic!  How fun!  Love food and wine festivals...well, beer fests too",positive
